question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,ragas_faithfulness,ragas_answer_relevancy,ragas_context_precision,ragas_context_recall
"What was the percentage change in the account balance at the end of 2011 for SL Green Realty Corp?'s restricted stock, considering the balance at the beginning and end of the year as presented in the notes to the consolidated financial statements of the 2011 annual report?",0.9367660833331044,"The balance at December 31, 2011, was $158,578. The balance at January 1, 2011, was $118,314. The percentage change is (($158,578 - $118,314) / $118,314) * 100 = 35.18%.",4.253389245999983,4.253389245999983,93,21.86491633406466,,,,
"What was the total compensation expense for restricted stock recognized by Global Payments from 2008 to 2010, as disclosed in the Notes to Consolidated Financial Statements for the year 2010?",26.8,$12.1 million (2010) + $9.0 million (2009) + $5.7 million (2008) = $26.8 million,2.918864603999964,2.918864603999964,44,15.074354575989283,,,,
"What are the total operating expenses for Lockheed Martin's fiscal year 2016, as indicated in the provided financial table?",5590.0,The provided text does not contain information about Lockheed Martin’s financial data. It refers to Goldman Sachs’ financial data.,1.4567857440000012,1.4567857440000012,25,17.161068539396677,,,,
"What was the change in millions of total shareholders' equity for Goldman Sachs from December 2012 to December 2013, as reflected in the table presenting information on assets, unsecured long-term borrowings, shareholders' equity, and leverage ratios within the 2013 annual report?",2751.0,$75716 to $78467,1.5960088619999624,1.5960088619999624,14,8.77188111753751,,,,
What was the percentage decrease in development costs incurred by Marathon Oil during 2004 compared to the previous year?,0.11346633416458853,The provided text does not contain information about Marathon Oil’s development costs in 2004.,2.0246080930000403,2.0246080930000403,22,10.866300532959276,,,,
"What were the net revenues in investment management for Goldman Sachs in 2016, in billions?",5.813084112149532,$6.22 billion,1.2996351619999587,1.2996351619999587,7,5.386126972148067,,,,
"By what percentage did American Water Works' gross liability for unrecognized tax benefits, excluding interest and penalties, increase from the balance at December 31, 2011, to the balance at December 31, 2012, as reported in the 2012 financial report?",0.5297682438257518,15.63%,1.2201450989999785,1.2201450989999785,7,5.737022593244973,,,,
"What was the percentage cumulative total shareholder return on Discovery, Inc.'s Series A common stock (DISCA) from the first trading day, September 18, 2008, to the end of the year 2011, assuming a $100 initial investment and reinvestment of dividends?",1.9667000000000001,"The provided text does not state the percentage cumulative total shareholder return on Discovery, Inc.’s Series A common stock (DISCA) from September 18, 2008, to December 31, 2011.",3.24239989299997,3.24239989299997,51,15.729090082350455,,,,
"What was the profit margin of International Paper's printing papers segment in 2005, given that the operating profit was $473 million and the net sales were $7,170 million?",0.06596931659693166,"The provided text does not contain the profit margin for International Paper’s printing papers segment in 2005. It only states the operating earnings were $1.2 billion and net sales were $7,170 million.",3.2007785600000034,3.2007785600000034,49,15.308775374951258,,,,
"By what percentage did the potential maximum exposure under the loss share arrangements for commercial mortgage loan recourse obligations decrease from December 31, 2011, to December 31, 2012, for PNC Financial Services?",2.500000000000002,$100 million (a decrease of $100 million / $4.0 billion = 2.5%),1.8392031509999924,1.8392031509999924,27,14.680270629875682,,,,
"What was the percentage increase in asset retirement obligations for the closure of assets used in the chemicals manufacturing process at PPG Industries from 2004 to 2005, and then from 2005 to 2006?",1.1111111111111112,"As of December 31, 2004, the accrued asset retirement obligation was $9 million. As of December 31, 2005, it was $10 million. As of December 31, 2006, it was $10 million.

The increase from 2004 to 2005 was $1 million ($10M - $9M).
The increase from 2005 to 2006 was $0 ($10M - $10M).",5.3950143850000245,5.3950143850000245,120,22.242758116389982,,,,
"What is the total value, in millions, of securities issued and approved by security holders under Global Payments' equity compensation plans as of May 31, 2014, according to the company's consolidated financial statements for 2014?",31.32382085,$40.85,1.0274563520000015,1.0274563520000015,7,6.812941480554485,,,,
"What was the percentage increase in Under Armour, Inc.'s working capital from December 31, 2015, to December 31, 2016, as reflected in the company's consolidated financial statements for the year 2016?",0.25430975741039047,"The context does not provide information about Under Armour, Inc.’s working capital. It defines working capital as “current assets minus current liabilities.”",1.764747208000017,1.764747208000017,29,16.432948508736057,,,,
"As of December 31, 2011, what percentage of PNC Financial Services' total loans held for sale did commercial mortgage loans held for sale designated at fair value represent, according to Table 15 in the company's 2012 financial report?",0.28712534059945505,"The context does not provide the percentage of total loans held for sale represented by commercial mortgage loans held for sale designated at fair value as of December 31, 2011. It only states the balance relating to these loans was $843 million at that date.",2.9724010610000278,2.9724010610000278,58,19.512844602634683,,,,
"What was the percentage decrease in the accrued liability for unrecognized tax benefits for PPG Industries from the beginning of 2007 to the beginning of 2008, as reflected in the notes to the consolidated financial statements of the 2008 annual report?",-0.1,The accrued liability for unrecognized tax benefits decreased by $10 million ($110 million - $99 million) from the beginning of 2007 to the beginning of 2008. This represents a 9.09% decrease.,3.1500387319999845,3.1500387319999845,55,17.460102773111004,,,,
