config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,context_precision,context_recall
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What percentage of American Water Works' gross liabilities, as reported in the consolidated balance sheets for the year 2012, are specifically categorized as other long-term liabilities?",0.41084461830015523,$74360 / $833.04 billion = 0.00089%,1.816323304999969,1.816323304999969,26,14.314632162912453,0.0,0.5883212750152258,0.99999999995,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What is the percentage change in the total impairment charges and net losses on long-lived assets for American Tower from 2003 to 2004, as reflected in the company's 2005 consolidated financial statem",-0.07329842931937183,"$28.3 million in 2003 to $22.3 million in 2004, representing a -17.0% change.",2.1211929810000356,2.1211929810000356,37,17.443014535413162,0.6666666666666666,0.7115222883287928,0.8055555555287036,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What percentage of the total future minimum lease payments due in 2019, as of December 31, 2016, for LKQ Corporation's operating leases, including those for corporate office space, warehouse and distr",0.11519727434040693,"$136,462 (in thousands).",1.0804130729999883,1.0804130729999883,13,12.032434931486746,0.0,0.512892615152554,0.3333333333,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"As of December 31, 2006, what percentage of the total route miles operated by Union Pacific Corporation was accounted for by the main line?",0.5294596480347313,27318 / 51596 = 0.527 or 52.7%,1.5942118639999876,1.5942118639999876,27,16.936268390485527,0.0,0.5877079216640234,0.49999999995,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"In the context of Aon's Employee Share Purchase Plan for U.S. employees, what was the average share price at which the company's ordinary shares were purchased in 2015, considering the plan's provisio",21.863976911640382,"The average share price was $58.15 per share, calculated from the repurchase of 11.0 million shares at an average price of $58.15 during 2018.",2.73747653800001,2.73747653800001,45,16.43849705206125,1.0,0.7478974687557053,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the percentage change in total rental expense under operating leases for Sysco from July 1, 2006 to July 2, 2007, given that the total rental expense under operating leases was $100,690,000 i",0.086074857081221,"The percentage change in total rental expense under operating leases for Sysco from July 1, 2006 to July 2, 2007 was 9%.",2.134185183999989,2.134185183999989,38,17.80539021865883,0.0,0.9306439525353692,0.249999999975,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What is the difference in the excess of current cost over LIFO cost between the fiscal years ending February 3, 2006, and January 28, 2005, for Dollar General?",12.1,The provided text does not contain information about Dollar General’s cost accounting or the difference between excess of current cost over LIFO cost.,1.6516897580000318,1.6516897580000318,28,16.952336154160168,1.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What percentage of Citigroup's total principal transactions revenue in 2018 was attributed to interest rate risks, as outlined in the company's 2018 financial report?",0.5722798499227544,"$5186 million, representing 57.38% of the total $9062 million in principal transactions revenue for 2018.",1.988800829000013,1.988800829000013,36,18.101360113622402,0.6666666666666666,0.7959876178159603,0.49999999995,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What percentage of the present value of lease obligations for Arista Networks, as of December 31, 2015, is classified as the current portion?",0.03140130682085272,-1336 (1336),0.9900365130000068,0.9900365130000068,12,12.120765085357935,0.0,0.5375005555556277,0.49999999995,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"As of December 31, 2018, what percentage of Republic Services' restricted cash and marketable securities was dedicated to supporting insurance programs for workers' compensation, commercial general li",0.727104532839963,$78.6 million of the $108.1 million was dedicated to supporting those insurance programs.,1.3592722070000036,1.3592722070000036,24,17.656507560740508,1.0,0.7135479264443451,0.9999999999,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the ratio of the pre-tax gain on the securities transferred from held-to-maturity securities to available-for-sale securities to their carrying value during the year ended December 31, 2018, ",1.4893617021276595,$6 million to $4.7 billion.,1.0534139049999567,1.0534139049999567,11,10.442239225995838,0.0,0.6118173543020445,0.9999999999,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the average residential mortgage loan balance for the years 2007 and 2006 at PNC Financial Services, as reported in the 'Note 5: Loans, Commitments to Extend Credit and Concentrations of Cred",7947.0,"$9,557 million in 2007 and $6,337 million in 2006.",1.7968104439999593,1.7968104439999593,29,16.13971028320707,0.0,0.6660701086849067,0.3333333333,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What percentage of Packaging Corporation of America's total purchase commitments for energy, as outlined in the notes to consolidated financial statements for the year 2005, is allocated to the year 2",0.3616118769883351,"$2408 thousand (or $2,408,000) out of $3,772 thousand (or $3,772,000).",1.971096332000002,1.971096332000002,42,21.30793879433791,0.0,0.6291806979871092,0.9999999999,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the change in the total net derivative receivables reported on the consolidated balance sheets of JPMorgan Chase from 2014 to 2015, considering the fair value of derivative contracts and the ",-19.299999999999997,The total net derivative receivables decreased from $79.0 billion in 2014 to $59.7 billion in 2015.,1.8685214939999923,1.8685214939999923,34,18.19620491879669,0.0,0.8715745261528275,0.9999999999,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,What percentage of System Energy's receivables from the money pool in 2004 was utilized by money pool activity in terms of operating cash flows?,0.6900246785296792,The context does not provide the specific amount of System Energy's receivables from the money pool in 2004. It only states that $42.5 million of system energy’s operating cash flows were used by the money pool in 2004.,2.511341554000012,2.511341554000012,57,22.697032153675632,1.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the combined total of unpaid principal balance of unresolved home equity indemnification and repurchase claims from private investors at PNC Financial Services for the years 2011 and 2012, in",184.0,$74 (in 2012) and $110 (in 2011).,1.508715145999986,1.508715145999986,25,16.570391081631147,1.0,0.6265606902801439,0.49999999995,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the decline in commercial paper issued by conduits during 2003, in billions, as reported in JPMorgan Chase's 2003 Annual Report?",5.800000000000001,"$5.3 billion as of December 31, 2003, and $7.2 billion as of December 31, 2002.",2.0445771299999933,2.0445771299999933,38,18.585750296444,0.0,0.646868467701157,0.4166666666458333,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the percentage change in risk-weighted assets at GS Bank USA, a subsidiary of Goldman Sachs, between December 2011 and December 2012, as reflected in the table presenting regulatory capital r",-0.02796390838828618,17.1% (17.1%) to 18.9% (18.9%).,1.554955524000036,1.554955524000036,25,16.077630269249696,0.0,0.6066676901193188,0.3333333333,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"In the 2012 financial report of Snap-on, what was the percentage change in the number of non-vested performance awards from the beginning to the end of the year?",-905.0,"The number of non-vested performance share units increased from 54,208 shares at the end of 2011 to 213,000 shares at the end of 2012, representing a change of 158,792 shares.",2.904448412000022,2.904448412000022,64,22.035165002613763,0.0,0.8229970956973568,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the ratio of Devon Energy's debt maturities scheduled for 2013 to those scheduled for 2014 as of December 31, 2012?",6.378,"The provided text does not contain the ratio of Devon Energy's debt maturities scheduled for 2013 to those scheduled for 2014 as of December 31, 2012. It only provides debt maturity schedules for 2013, 2014, 2015, 2016, 2017, and 2018 and thereafter.",3.549397116000023,3.549397116000023,91,25.638156854804695,0.0,0.0,0.49999999995,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What is the average value of settlements, as reflected in the reconciliation of unrecognized tax benefits for Merck & Co. from 2011 to 2013?",-309.6666666666667,The average value of settlements from 2011 to 2013 is $21 million.,1.5089143100000229,1.5089143100000229,24,15.905475772179294,0.0,0.881882021908105,0.249999999975,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the percentage change in the account balance at the end of 2011 for SL Green Realty Corp?'s restricted stock, considering the balance at the beginning and end of the year as presented in the ",0.9367660833331044,"The balance at December 31, 2011, was $158,578. The balance at January 1, 2011, was $118,314. The percentage change is (($158,578 - $118,314) / $118,314) * 100 = 35.18%.",3.651994344000002,3.651994344000002,93,25.465537796572214,0.75,0.8709357401155494,0.5833333333041666,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the total compensation expense for restricted stock recognized by Global Payments from 2008 to 2010, as disclosed in the Notes to Consolidated Financial Statements for the year 2010?",26.8,$12.1 million (2010) + $9.0 million (2009) + $5.7 million (2008) = $26.8 million,2.328666658999964,2.328666658999964,44,18.89493278479609,0.0,0.6727994575298825,0.3333333333,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What are the total operating expenses for Lockheed Martin's fiscal year 2016, as indicated in the provided financial table?",5590.0,The provided text does not contain information about Lockheed Martin’s financial data. It refers to Goldman Sachs’ financial data.,1.3856911639999794,1.3856911639999794,25,18.041538150416013,1.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the change in millions of total shareholders' equity for Goldman Sachs from December 2012 to December 2013, as reflected in the table presenting information on assets, unsecured long-term bor",2751.0,$75716 to $78467,1.1521679530000029,1.1521679530000029,14,12.151006251776876,1.0,0.480353350668205,0.99999999995,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,What was the percentage decrease in development costs incurred by Marathon Oil during 2004 compared to the previous year?,0.11346633416458853,The provided text does not contain information about Marathon Oil’s development costs in 2004.,1.4067407180000373,1.4067407180000373,22,15.63898714133859,1.0,0.0,0.249999999975,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What were the net revenues in investment management for Goldman Sachs in 2016, in billions?",5.813084112149532,$6.22 billion,1.0082630179999796,1.0082630179999796,7,6.94263289938513,0.0,0.6533835736602072,0.3333333333,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"By what percentage did American Water Works' gross liability for unrecognized tax benefits, excluding interest and penalties, increase from the balance at December 31, 2011, to the balance at December",0.5297682438257518,15.63%,0.9281160950000071,0.9281160950000071,7,7.542159906191419,0.0,0.6364091878904672,0.99999999995,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the percentage cumulative total shareholder return on Discovery, Inc.'s Series A common stock (DISCA) from the first trading day, September 18, 2008, to the end of the year 2011, assuming a $",1.9667000000000001,"The provided text does not state the percentage cumulative total shareholder return on Discovery, Inc.’s Series A common stock (DISCA) from September 18, 2008, to December 31, 2011.",2.545707239999956,2.545707239999956,51,20.033725480546963,1.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the profit margin of International Paper's printing papers segment in 2005, given that the operating profit was $473 million and the net sales were $7,170 million?",0.06596931659693166,"The provided text does not contain the profit margin for International Paper’s printing papers segment in 2005. It only states the operating earnings were $1.2 billion and net sales were $7,170 million.",2.6100790579999966,2.6100790579999966,49,18.773377706630395,0.6666666666666666,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"By what percentage did the potential maximum exposure under the loss share arrangements for commercial mortgage loan recourse obligations decrease from December 31, 2011, to December 31, 2012, for PNC",2.500000000000002,$100 million (a decrease of $100 million / $4.0 billion = 2.5%),1.5900191879999852,1.5900191879999852,27,16.98092715092458,1.0,0.6042200777522527,0.49999999995,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the percentage increase in asset retirement obligations for the closure of assets used in the chemicals manufacturing process at PPG Industries from 2004 to 2005, and then from 2005 to 2006?",1.1111111111111112,"As of December 31, 2004, the accrued asset retirement obligation was $9 million. As of December 31, 2005, it was $10 million. As of December 31, 2006, it was $10 million.

The increase from 2004 to 2005 was $1 million ($10M - $9M).
The increase from 2005 to 2006 was $0 ($10M - $10M).",4.639143825000019,4.639143825000019,120,25.86684192745404,1.0,0.7911193541290132,0.9999999999,1.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What is the total value, in millions, of securities issued and approved by security holders under Global Payments' equity compensation plans as of May 31, 2014, according to the company's consolidated",31.32382085,$40.85,0.9730134000000135,0.9730134000000135,7,7.194145527697669,0.0,0.5539357117363188,0.9999999999,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the percentage increase in Under Armour, Inc.'s working capital from December 31, 2015, to December 31, 2016, as reflected in the company's consolidated financial statements for the year 2016",0.25430975741039047,"The context does not provide information about Under Armour, Inc.’s working capital. It defines working capital as “current assets minus current liabilities.”",1.5789938720000123,1.5789938720000123,29,18.366125742633518,0.5,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"As of December 31, 2011, what percentage of PNC Financial Services' total loans held for sale did commercial mortgage loans held for sale designated at fair value represent, according to Table 15 in t",0.28712534059945505,"The context does not provide the percentage of total loans held for sale represented by commercial mortgage loans held for sale designated at fair value as of December 31, 2011. It only states the balance relating to these loans was $843 million at that date.",2.523027620999983,2.523027620999983,58,22.988254079046563,1.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,"What was the percentage decrease in the accrued liability for unrecognized tax benefits for PPG Industries from the beginning of 2007 to the beginning of 2008, as reflected in the notes to the consoli",-0.1,The accrued liability for unrecognized tax benefits decreased by $10 million ($110 million - $99 million) from the beginning of 2007 to the beginning of 2008. This represents a 9.09% decrease.,2.551917242000002,2.551917242000002,55,21.55242305463445,0.0,0.889421987207215,0.19999999998,0.0
