question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,ragas_faithfulness,ragas_answer_relevancy,ragas_context_precision,ragas_context_recall
"In the 2007 report of Motorola Solutions, what were the net sales to the top five customers of the segment in 2006, which included notable companies such as Sprint Nextel, Comcast Corporation, Verizon, KDDI, and China Mobile?",2430.0,45%,0.9571442000001298,0.9571442000001298,4,4.179098614398392,1.0,0.429197953229215,0.0,0.0
"What was the average segment net sales for Motorola Solutions from 2005 to 2007, in millions of dollars, as reported in the 2007 financial report?",6055.666666666667,$6.7 billion (calculated as ($5.4 billion + $7.7 billion) / 2).,1.647437398999955,1.647437398999955,25,15.175083444855488,0.0,0.7245582878063935,0.0,0.0
"What was the percentage change in commercial mortgage loans held for sale designated at fair value from 2008 to 2009, as reported by PNC Financial Services in their 2013 Form 10-K?",-0.08422301304863583,The context does not provide information about the percentage change in commercial mortgage loans held for sale from 2008 to 2009. It only provides data for 2011 and 2012.,2.449352425999905,2.449352425999905,48,19.597016538118172,1.0,0.0,0.0,0.0
What was the average total assets for Goldman Sachs in millions for the years 2012 and 2013?,925031.0,$924861.5 (average of $938555 and $911507),1.8686066080001638,1.8686066080001638,29,15.519585489979953,0.6666666666666666,0.6746331007874069,0.99999999995,1.0
"What percentage of American Water Works' gross liabilities, as reported in the consolidated balance sheets for the year 2012, are specifically categorized as other long-term liabilities?",0.41084461830015523,$74360 / $833.04 billion = 0.00089%,1.7918932599998243,1.7918932599998243,26,14.509792843354157,0.6666666666666666,0.643315814345154,0.0,0.0
"What is the percentage change in the total impairment charges and net losses on long-lived assets for American Tower from 2003 to 2004, as reflected in the company's 2005 consolidated financial statements?",-0.07329842931937183,"$28.3 million in 2003 to $22.3 million in 2004, representing a -17.0% change.",2.178448315999958,2.178448315999958,37,16.98456636691706,0.6666666666666666,,0.8055555555287036,
"What percentage of the total future minimum lease payments due in 2019, as of December 31, 2016, for LKQ Corporation's operating leases, including those for corporate office space, warehouse and distribution facilities, trucks, and equipment?",0.11519727434040693,"$136,462 (in thousands).",1.0815547440001865,1.0815547440001865,13,12.019733695512096,1.0,0.5548729271054226,0.3333333333,1.0
"As of December 31, 2006, what percentage of the total route miles operated by Union Pacific Corporation was accounted for by the main line?",0.5294596480347313,27318 / 51596 = 0.527 or 52.7%,1.7077882250000584,1.7077882250000584,27,15.809922802342237,0.6666666666666666,0.6545467913065056,0.49999999995,1.0
"In the context of Aon's Employee Share Purchase Plan for U.S. employees, what was the average share price at which the company's ordinary shares were purchased in 2015, considering the plan's provision to purchase shares at 85% of the lower of the fair market value on the first or last day of each 6-month period?",21.863976911640382,"The average share price was $58.15 per share, calculated from the repurchase of 11.0 million shares at an average price of $58.15 during 2018.",2.615945181999905,2.615945181999905,45,17.202195332547927,1.0,0.7637727722299134,0.0,0.0
"What was the percentage change in total rental expense under operating leases for Sysco from July 1, 2006 to July 2, 2007, given that the total rental expense under operating leases was $100,690,000 in fiscal 2006 and $110,310,000 is not provided but can be calculated based on the 9% increase?",0.086074857081221,"The percentage change in total rental expense under operating leases for Sysco from July 1, 2006 to July 2, 2007 was 9%.",2.138334106000002,2.138334106000002,38,17.77084314998994,0.0,0.9306439525353692,0.0,0.0
"What is the difference in the excess of current cost over LIFO cost between the fiscal years ending February 3, 2006, and January 28, 2005, for Dollar General?",12.1,The provided text does not contain information about Dollar General’s cost accounting or the difference between excess of current cost over LIFO cost.,1.7922369729999446,1.7922369729999446,28,15.622934032619618,1.0,0.8132296132930175,0.0,0.0
"What percentage of Citigroup's total principal transactions revenue in 2018 was attributed to interest rate risks, as outlined in the company's 2018 financial report?",0.5722798499227544,"$5186 million, representing 57.38% of the total $9062 million in principal transactions revenue for 2018.",2.158735787999831,2.158735787999831,36,16.676427101510036,0.5,0.8114109786551532,0.49999999995,
"What percentage of the present value of lease obligations for Arista Networks, as of December 31, 2015, is classified as the current portion?",0.03140130682085272,-1336 (1336),1.0798292360000232,1.0798292360000232,12,11.112868220211572,,,0.49999999995,1.0
"As of December 31, 2018, what percentage of Republic Services' restricted cash and marketable securities was dedicated to supporting insurance programs for workers' compensation, commercial general liability, and commercial auto liability?",0.727104532839963,$78.6 million of the $108.1 million was dedicated to supporting those insurance programs.,1.4854737860000569,1.4854737860000569,24,16.156461477940265,1.0,0.7156924937162054,0.9999999999,1.0
"What was the ratio of the pre-tax gain on the securities transferred from held-to-maturity securities to available-for-sale securities to their carrying value during the year ended December 31, 2018, for E*TRADE Financial Corporation?",1.4893617021276595,$6 million to $4.7 billion.,1.1542951230001108,1.1542951230001108,11,9.529625293235293,0.0,,0.9999999999,1.0
"What was the average residential mortgage loan balance for the years 2007 and 2006 at PNC Financial Services, as reported in the 'Note 5: Loans, Commitments to Extend Credit and Concentrations of Credit Risk' section of the 2007 financial report?",7947.0,"$9,557 million in 2007 and $6,337 million in 2006.",1.940730024000004,1.940730024000004,29,14.942830605685492,0.0,,0.3333333333,1.0
"What percentage of Packaging Corporation of America's total purchase commitments for energy, as outlined in the notes to consolidated financial statements for the year 2005, is allocated to the year 2007?",0.3616118769883351,"$2408 thousand (or $2,408,000) out of $3,772 thousand (or $3,772,000).",2.120797163999896,2.120797163999896,42,19.803874087037425,0.0,,0.9999999999,1.0
"What was the change in the total net derivative receivables reported on the consolidated balance sheets of JPMorgan Chase from 2014 to 2015, considering the fair value of derivative contracts and the effect of legally enforceable master netting agreements and cash collateral held by the firm?",-19.299999999999997,The total net derivative receivables decreased from $79.0 billion in 2014 to $59.7 billion in 2015.,2.0391667339999913,2.0391667339999913,34,16.673477177271444,0.0,0.9005514634849555,0.9999999999,1.0
What percentage of System Energy's receivables from the money pool in 2004 was utilized by money pool activity in terms of operating cash flows?,0.6900246785296792,The context does not provide the specific amount of System Energy's receivables from the money pool in 2004. It only states that $42.5 million of system energy’s operating cash flows were used by the money pool in 2004.,2.6837050700000873,2.6837050700000873,57,21.239293630726028,1.0,0.8815951005329831,0.0,0.0
"What was the combined total of unpaid principal balance of unresolved home equity indemnification and repurchase claims from private investors at PNC Financial Services for the years 2011 and 2012, in millions, as reported in the 2013 Form 10-K?",184.0,$74 (in 2012) and $110 (in 2011).,1.6541679879999265,1.6541679879999265,25,15.113338053547867,1.0,,0.49999999995,1.0
"What was the decline in commercial paper issued by conduits during 2003, in billions, as reported in JPMorgan Chase's 2003 Annual Report?",5.800000000000001,"$5.3 billion as of December 31, 2003, and $7.2 billion as of December 31, 2002.",2.2196046589999696,2.2196046589999696,38,17.12016590248134,1.0,,0.499999999975,1.0
"What was the percentage change in risk-weighted assets at GS Bank USA, a subsidiary of Goldman Sachs, between December 2011 and December 2012, as reflected in the table presenting regulatory capital ratios under Basel 1?",-0.02796390838828618,17.1% (17.1%) to 18.9% (18.9%).,1.6868922080000175,1.6868922080000175,25,14.820152634198273,0.0,,0.3333333333,1.0
"In the 2012 financial report of Snap-on, what was the percentage change in the number of non-vested performance awards from the beginning to the end of the year?",-905.0,"The number of non-vested performance share units increased from 54,208 shares at the end of 2011 to 213,000 shares at the end of 2012, representing a change of 158,792 shares.",3.1432483580001644,3.1432483580001644,64,20.36110186365256,0.0,0.8229970956973568,0.0,0.0
"What was the ratio of Devon Energy's debt maturities scheduled for 2013 to those scheduled for 2014 as of December 31, 2012?",6.378,"The provided text does not contain the ratio of Devon Energy's debt maturities scheduled for 2013 to those scheduled for 2014 as of December 31, 2012. It only provides debt maturity schedules for 2013, 2014, 2015, 2016, 2017, and 2018 and thereafter.",3.8542646650000734,3.8542646650000734,91,23.610210483560103,1.0,0.9961416793552923,0.49999999995,1.0
"What is the average value of settlements, as reflected in the reconciliation of unrecognized tax benefits for Merck & Co. from 2011 to 2013?",-309.6666666666667,The average value of settlements from 2011 to 2013 is $21 million.,1.6679882980001821,1.6679882980001821,24,14.388590153045174,0.0,0.8728527051911056,0.249999999975,0.0
"What was the percentage change in the account balance at the end of 2011 for SL Green Realty Corp?'s restricted stock, considering the balance at the beginning and end of the year as presented in the notes to the consolidated financial statements of the 2011 annual report?",0.9367660833331044,"The balance at December 31, 2011, was $158,578. The balance at January 1, 2011, was $118,314. The percentage change is (($158,578 - $118,314) / $118,314) * 100 = 35.18%.",3.992137533999994,3.992137533999994,93,23.295790590365,,0.8709357401155494,0.5833333333041666,0.0
"What was the total compensation expense for restricted stock recognized by Global Payments from 2008 to 2010, as disclosed in the Notes to Consolidated Financial Statements for the year 2010?",26.8,$12.1 million (2010) + $9.0 million (2009) + $5.7 million (2008) = $26.8 million,2.5389346280001064,2.5389346280001064,44,17.330103546091834,1.0,0.6839862124323061,,1.0
"What are the total operating expenses for Lockheed Martin's fiscal year 2016, as indicated in the provided financial table?",5590.0,The provided text does not contain information about Lockheed Martin’s financial data. It refers to Goldman Sachs’ financial data.,1.511473328999955,1.511473328999955,25,16.540152922540088,1.0,0.6722955671685291,0.0,0.0
"What was the change in millions of total shareholders' equity for Goldman Sachs from December 2012 to December 2013, as reflected in the table presenting information on assets, unsecured long-term borrowings, shareholders' equity, and leverage ratios within the 2013 annual report?",2751.0,$75716 to $78467,1.276350477999813,1.276350477999813,14,10.968774048598,1.0,0.47381339722895915,0.8666666666377778,
What was the percentage decrease in development costs incurred by Marathon Oil during 2004 compared to the previous year?,0.11346633416458853,The provided text does not contain information about Marathon Oil’s development costs in 2004.,1.5498616610000227,1.5498616610000227,22,14.194815288097947,1.0,0.8760008551997563,0.249999999975,0.0
"What were the net revenues in investment management for Goldman Sachs in 2016, in billions?",5.813084112149532,$6.22 billion,1.0984362660001352,1.0984362660001352,7,6.372695637125967,0.0,0.6621608116683165,0.3333333333,1.0
"By what percentage did American Water Works' gross liability for unrecognized tax benefits, excluding interest and penalties, increase from the balance at December 31, 2011, to the balance at December 31, 2012, as reported in the 2012 financial report?",0.5297682438257518,15.63%,1.013335852000182,1.013335852000182,7,6.907877567129384,0.0,0.5286446463292458,0.99999999995,
"What was the percentage cumulative total shareholder return on Discovery, Inc.'s Series A common stock (DISCA) from the first trading day, September 18, 2008, to the end of the year 2011, assuming a $100 initial investment and reinvestment of dividends?",1.9667000000000001,"The provided text does not state the percentage cumulative total shareholder return on Discovery, Inc.’s Series A common stock (DISCA) from September 18, 2008, to December 31, 2011.",2.7598152230000323,2.7598152230000323,51,18.479498038481324,1.0,0.0,0.0,0.0
"What was the profit margin of International Paper's printing papers segment in 2005, given that the operating profit was $473 million and the net sales were $7,170 million?",0.06596931659693166,"The provided text does not contain the profit margin for International Paper’s printing papers segment in 2005. It only states the operating earnings were $1.2 billion and net sales were $7,170 million.",2.8162433590000546,2.8162433590000546,49,17.39906455292916,0.6666666666666666,0.9521715565426584,0.0,0.0
"By what percentage did the potential maximum exposure under the loss share arrangements for commercial mortgage loan recourse obligations decrease from December 31, 2011, to December 31, 2012, for PNC Financial Services?",2.500000000000002,$100 million (a decrease of $100 million / $4.0 billion = 2.5%),1.74482156199997,1.74482156199997,27,15.474361727311381,0.3333333333333333,0.6760778343098927,0.49999999995,1.0
"What was the percentage increase in asset retirement obligations for the closure of assets used in the chemicals manufacturing process at PPG Industries from 2004 to 2005, and then from 2005 to 2006?",1.1111111111111112,"As of December 31, 2004, the accrued asset retirement obligation was $9 million. As of December 31, 2005, it was $10 million. As of December 31, 2006, it was $10 million.

The increase from 2004 to 2005 was $1 million ($10M - $9M).
The increase from 2005 to 2006 was $0 ($10M - $10M).",5.112191130999918,5.112191130999918,120,23.47330076771379,1.0,0.7971017416180358,0.9999999999,1.0
"What is the total value, in millions, of securities issued and approved by security holders under Global Payments' equity compensation plans as of May 31, 2014, according to the company's consolidated financial statements for 2014?",31.32382085,$40.85,1.0457527060000302,1.0457527060000302,7,6.693743138160044,0.0,0.5489897181857814,0.99999999995,1.0
"What was the percentage increase in Under Armour, Inc.'s working capital from December 31, 2015, to December 31, 2016, as reflected in the company's consolidated financial statements for the year 2016?",0.25430975741039047,"The context does not provide information about Under Armour, Inc.’s working capital. It defines working capital as “current assets minus current liabilities.”",1.7196946100000332,1.7196946100000332,29,16.86345926268818,1.0,,0.49999999995,0.0
"As of December 31, 2011, what percentage of PNC Financial Services' total loans held for sale did commercial mortgage loans held for sale designated at fair value represent, according to Table 15 in the company's 2012 financial report?",0.28712534059945505,"The context does not provide the percentage of total loans held for sale represented by commercial mortgage loans held for sale designated at fair value as of December 31, 2011. It only states the balance relating to these loans was $843 million at that date.",2.7483747490000496,2.7483747490000496,58,21.103381196870018,1.0,0.9473774386489361,0.0,0.0
"What was the percentage decrease in the accrued liability for unrecognized tax benefits for PPG Industries from the beginning of 2007 to the beginning of 2008, as reflected in the notes to the consolidated financial statements of the 2008 annual report?",-0.1,The accrued liability for unrecognized tax benefits decreased by $10 million ($110 million - $99 million) from the beginning of 2007 to the beginning of 2008. This represents a 9.09% decrease.,2.8282687999999325,2.8282687999999325,55,19.446525026193164,0.0,0.9534823057892795,0.49999999995,1.0
