config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"""Reducibility Among Combinatorial Problems""","The paper is titled ""Reducibility Among Combinatorial Problems"".",0.8993193200003589,1.0158011780004017,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.25,1.0,0.24630238874073,0.25,0.5977615407574893,0.6666666666666666,0.345720784641941,0.9019886363636364,0.9761099815368652,0.9912331700325012,0.983613448957624
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,Lake Überlingen,Lake Überlingen,3.1164315739988524,3.117835037999612,0,0,0.5,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,0.8687949224876582,0.5,0.5693569526092791,1.0,0.0,0.9375,1.0,1.0,1.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What studio does ABC own at 1500 Broadway in NYC?,Times Square Studios,ABC owns the Times Square Studios at 1500 Broadway.,0.8652333429999999,3.1336050700010674,0,0,0.5,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.565486976998765,0.5,0.0,0.8179012345679012,0.9747196435928345,0.9888714551925659,0.9817445525808696
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many fraternities are apart of the university?,fifteen,There are fifteen fraternities at the University of Chicago.,0.8519467839978461,3.158824980000645,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5649632266574428,0.19999999999999998,0.0,0.2777777777777778,0.9506778120994568,0.9725688695907593,0.9614987550593506
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,At what address did Goldenson secure a new headquarters for ABC?,1330 Avenue of the Americas in Manhattan,Goldenson secured a new headquarters for ABC at 1330 Avenue of the Americas in Manhattan.,0.699929203998181,0.9672357819981698,0,0,1.0,,,,,True,1.0,1.0,0.2,1.0,0.7653606369886217,0.4,1.0,0.5531464700081437,0.4,0.6127316426898916,0.6363636363636364,0.4001601601922499,0.8961276818419676,0.9815519452095032,0.9935904741287231,0.9875345221429075
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who had established the Russian empire to its former glory prior to 1921?,Bolshevik leaders,I cannot answer from the provided context.,0.9019584630004829,0.9189604909988702,0,0,0.0,,,,,False,1.0,1.0,0.25,1.0,0.46927872602275644,0.25,1.0,0.5585075862632192,0.5,0.6249063329869337,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,random noise,The Riemann hypothesis states that the irregularity in the distribution of primes only comes from random noise.,0.7529097139995429,1.0010291029975633,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5880094589015754,0.21052631578947367,0.0,0.5357142857142858,0.9502921104431152,0.9824315309524536,0.9660945961633108
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which work of Luther's is effective in teaching children?,Small Catechism,Luther's Small Catechism proved especially effective in helping parents teach their children.,0.8186323070003709,1.026013515998784,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.14285714285714285,1.0,0.36005461457723403,0.2857142857142857,0.5862887898838878,0.2857142857142857,0.0,0.625,0.9758419990539551,0.9933369159698486,0.9845117418417921
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How was the civil disobedience shown in Antigone?,obey her conscience rather than human law,"Antigone showed civil disobedience by defying King Creon's order to stop her from giving her brother Polynices a proper burial, choosing to obey her conscience rather than human law.",0.8714133899993612,1.3258176269991964,0,0,0.6666666666666666,,,,,True,1.0,1.0,0.2,1.0,1.0,0.6,1.0,0.8687949224876582,0.8,0.5982308837389683,0.3888888888888889,0.1959280139287724,0.7309228039041703,0.9664046764373779,0.9793850779533386,0.9728515809391376
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Where do juvenile platyctenids live?,among the plankton,Juvenile platyctenids live among the plankton.,0.6191083120029361,0.7478315430016664,0,0,1.0,,,,,True,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,1.0,0.8539316501572937,0.6666666666666666,0.5260664088431993,0.6666666666666666,0.0,0.8922558922558923,0.9732636213302612,0.990505039691925,0.9818086427498456
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How often are elections held for the Victorian Parliament?,every four years,Elections for the Victorian Parliament occur in November every four years.,0.8413425569997344,0.9699847740012046,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5909920647885182,0.42857142857142855,0.0,0.7748538011695907,0.9605984687805176,0.9712409377098083,0.9658903886591444
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What magnetic and electric force acts on a charge?,unified electromagnetic,The force acting on a charge is a unified electromagnetic force written as a sum of the electrostatic force due to the electric field and the magnetic force due to the magnetic field.,0.7396520239999518,1.1366682090010727,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5104620235520289,0.1142857142857143,0.0,0.3676470588235294,0.9426368474960327,0.9721289873123169,0.9571557913778139
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What kinds of growth did Kublai encourage?,"commercial, scientific, and cultural","Kublai Khan promoted commercial, scientific, and cultural growth.",1.187137561999407,1.3049993109998468,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.3333333333333333,1.0,0.2960819109658652,0.3333333333333333,0.5844150200305352,0.6666666666666666,0.345720784641941,0.9019886363636364,0.9727193117141724,0.9829548597335815,0.9778103004738626
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What was the name of the first episode of the new Doctor Who series?,Rose,"The first episode of the new Doctor Who series was named ""Rose"".",0.8512953760000528,1.0162537569995038,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5872023980140231,0.15384615384615385,0.0,0.23809523809523808,0.9533183574676514,0.9901185035705566,0.9713700140666982
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Each of the extended metropolitan areas has a population that exceeds what number?,five million,Five million.,1.0267847319992143,1.028017804997944,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.618229263962039,1.0,0.0,0.9375,0.9895860552787781,0.9918006062507629,0.9906920931880514
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Why is giving a defiant speech sometimes more harmful for the individual?,lack of remorse,"A defiant speech can lead to an increased sentence because it suggests a lack of remorse, an attempt to avoid responsibility, and a likelihood of repeating illegal actions.",0.7501992969991989,1.1335833459997957,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.539502483203621,0.19354838709677416,0.0,0.5353535353535354,0.9513497352600098,0.9676520824432373,0.9594316628193293
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,When were Joseph Schumpeter and Norman Angell at their most prolific writing period?,before World War I,I cannot answer from the provided context.,0.8922813229983149,0.9662137720006285,0,0,1.0,,,,,False,1.0,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,1.0,1.0,0.5555555555555556,0.5946178987975036,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How do competing businesses attract workers?,offering a higher wage,Competing businesses attract workers by offering higher wages than employers who pay below market rates.,0.6890727270001662,0.8673861970019061,0,0,0.5,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5073935447259964,0.2105263157894737,0.0,0.3676470588235294,0.9646041989326477,0.9743204116821289,0.9694379606810742
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many teams up to Super Bowl 50 have been to the championship game eight times?,four,The Denver Broncos became one of four teams to have made eight appearances in the Super Bowl.,0.8939062949975778,1.026459510998393,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5829615736201398,0.1111111111111111,0.0,0.19230769230769232,0.9530431032180786,0.9828567504882812,0.9677203556897103
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What plants create most electric power?,steam turbine,I cannot answer from the provided context.,0.6306043670010695,0.667229065002175,0,0,1.0,,,,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5465914230158118,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,The epidemic in Newcastle was the most what in any British city at the time?,devastating loss,The epidemic in Newcastle may have been the most devastating loss in any British City in this period.,0.8263105950027239,1.2522670440012007,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6178702907630466,0.19999999999999998,0.0,0.5208333333333334,0.9726470112800598,0.9631955623626709,0.9678982142100243
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"What additional srevice did BSkyB offer besides Video on Demand that they claimed offered ""substantially more value""?",HD channels,BSkyB claimed their new deal offered substantially more value by including HD channels and Video On Demand content.,0.7413759779992688,0.9670737339984044,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.525851578671281,0.19999999999999998,0.0,0.5208333333333334,0.959632158279419,0.9866877794265747,0.972971919955825
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who did Tesla think would run the world of the future?,women,"Tesla believed that humanity's future would be run by ""Queen Bees,"" indicating that women would become the dominant sex.",0.7445755009975983,1.0520046519995958,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5384751227594748,0.1,0.0,0.17857142857142858,0.9474241733551025,0.9766480326652527,0.9618141690436904
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What have many HT members graduated to joining?,terrorist groups,Many HT members have gone on to join terrorist groups.,0.6670437909997418,0.8063579490008124,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773540164288239,0.33333333333333337,0.0,0.6696428571428572,0.9635760188102722,0.9766407608985901,0.9700644031495383
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Approximately how many items are in the costume collection of the V&A?,"over 14,000","The costume collection contains over 14,000 outfits plus accessories.",0.7259470930002863,0.972749370001111,0,0,1.0,,,,,True,1.0,1.0,0.16666666666666666,1.0,0.7039180890341347,0.3333333333333333,1.0,0.7860137352654724,0.6666666666666666,0.5724361655187765,0.3636363636363636,0.0,0.6944444444444445,0.969451904296875,0.9852609634399414,0.9772925046962229
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which park is home to the Fresno Chafffee Zoo?,Roeding Park,Roeding Park is home to the Fresno Chaffee Zoo.,0.8251134149977588,0.9649362550007936,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.623076444930312,0.3636363636363636,0.0,0.6944444444444445,0.9776363372802734,0.9918254613876343,0.9846797860696422
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?,particular closure temperature,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called the closure temperature.,0.7245081069995649,1.0326247979974141,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1.0,0.6131471927654584,0.5,0.523785291817562,0.16666666666666666,0.0,0.3906249999999999,0.9175764322280884,0.970231294631958,0.9431695369159078
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What could someone be investigated for?,allegations of professional misconduct,Someone could be investigated for complaints involving members or allegations of professional misconduct.,0.7659319949998462,0.893428543000482,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.38685280723454163,0.5,1.0,0.6240505200038379,1.0,0.5107639462216936,0.47058823529411764,0.19338531381761725,0.8099489795918368,0.9788392186164856,0.9753424525260925,0.9770877070563533
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What are examples of economic actors?,"worker, capitalist/business owner, landlord","Examples of economic actors include workers, capitalists or business owners, and landlords.",0.8410219530014729,0.9927512009999191,0,0,1.0,,,,,True,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,1.0,1.0,0.8333333333333334,0.5117653708359575,0.0,0.0,0.10416666666666666,0.9686779379844666,0.9832358956336975,0.9759026280061476
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What field involves the study of the immune system?,Immunology,Immunology covers the study of all aspects of the immune system.,0.711723014999734,0.9333561479979835,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.25,1.0,0.24630238874073,0.25,0.5819631686030309,0.16666666666666669,0.0,0.25,0.9679274559020996,0.987230658531189,0.9774837673193748
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What are the phagocytes that are located in tissues in contact with the external environment called?,Dendritic cells,Dendritic cells.,0.7551761920003628,0.8216925479973725,0,0,1.0,,,,,True,1.0,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,1.0,0.8687949224876582,0.5714285714285714,0.5837047696102162,1.0,0.0,0.9375,0.9949423670768738,0.9985443353652954,0.996740097079601
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What did the merchants of Newcastle plot to do to Timothy Dexter?,ruin him,They plotted to ruin him by persuading him to sail a shipment of coal to Newcastle.,0.5880717920008465,0.8057483890006552,0,0,0.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5844180104501971,0.2222222222222222,0.0,0.5514705882352942,0.9706370234489441,0.9797444343566895,0.975169465130771
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What job did Tesla's father have in Gospic?,pastor,Tesla's father worked as a pastor in Gospić.,0.7582090989999415,1.1871605189990078,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23719771276929622,0.5,0.5759470559700944,0.2222222222222222,0.0,0.29411764705882354,0.9556858539581299,0.9624481201171875,0.9590550670559932
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which hotel did the Panthers stay at for the Super Bowl?,San Jose Marriott.,The Panthers stayed at the San Jose Marriott.,0.7695236670006125,0.8828152660025808,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5857006325945934,0.5454545454545454,0.0,0.8412698412698413,0.9843878149986267,0.9933116436004639,0.9888295961300263
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What are other alternative names for French and Indian War?,Fourth Intercolonial War and the Great War for the Empire,"Other, less frequently used names for the war include the Fourth Intercolonial War and the Great War for the Empire.",0.8464145409998309,1.2568435440007306,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5826197212435331,0.6666666666666666,0.4562799427006306,0.8799999999999999,0.9729387164115906,0.9941900968551636,0.9834496146666
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"Outside of its use of automobiles, what else is southern California famous for using?",highways,Southern California is famous for its use of highways.,0.7626421839995601,0.882802279000316,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.38685280723454163,0.5,1.0,0.38685280723454163,0.5,0.5931731229386144,0.19999999999999998,0.0,0.2777777777777778,0.9531461596488953,0.9697985649108887,0.961400258646993
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What was the last name of the designers of Newcastle's library?,Green,Green,0.746155518998421,0.7519088150002062,0,0,1.0,,,,,True,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,1.0,0.45454545454545453,0.6032351243080609,1.0,0.0,0.5,0.9999998807907104,0.9999998807907104,0.9999998807907104
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many people were on the test flight of the AS-206?,unmanned,The AS-206 test flight was unmanned.,0.8677062239985389,0.9044015350009431,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5413484769071314,0.2857142857142857,0.0,0.3333333333333333,0.9737905859947205,0.9743892550468445,0.9740898285362987
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What is the state average growth rate?,10.0%,The state average growth rate was 10.0% in the 2000s.,0.8255452609992062,1.0324971439986257,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5393914622510296,0.18181818181818182,0.0,0.2631578947368421,0.9806840419769287,0.9925960302352905,0.9866040818930545
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,When was the study on sequenced Y genomes published?,October 2011,The study was published in Nature in October 2011.,0.8728030860002036,1.0851860549992125,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560815507958878,0.3636363636363636,0.0,0.6944444444444445,0.9709197878837585,0.9886692762374878,0.9797141467536761
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many times prios has the Sun Life Stadium had Super Bowls?,10.,The South Florida/Miami area has previously hosted the event 10 times.,0.8523479220020818,1.380112361999636,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5820590733588809,0.16666666666666669,0.0,0.25,0.9676010608673096,0.9859557747840881,0.9766921916364172
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What does Kitab Rudjdjar mean in English?,The Book of Roger,I cannot answer from the provided context.,0.8462339830002747,0.9381689820002066,0,0,1.0,,,,,False,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,1.0,0.45454545454545453,0.5581820574238161,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"Name one country that banned boating, driving and flying on Sundays.",Germany,"The UK, Germany, Italy, Switzerland and Norway banned flying, driving and boating on Sundays.",0.8812193669982662,1.1061711059992376,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,0.7653606369886217,0.25,1.0,0.830419897363192,0.5,0.5771329869715215,0.13333333333333333,0.0,0.21739130434782605,0.9645949602127075,0.9818266034126282,0.9731345060631287
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,For how long did the plague stick around?,until the 19th century,The plague recurred occasionally in Europe until the 19th century.,0.9479055720003089,1.0866390379997029,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,0.7653606369886217,0.6666666666666666,1.0,0.9469024295259745,1.0,0.5593119480271249,0.5714285714285715,0.2626909894424158,0.6861413043478262,0.9721086621284485,0.9907995462417603,0.9813651165423182
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What channels were removed from the network in March of 2007?,basic channels,Virgin Media removed the basic Sky channels from the network on 1 March 2007.,0.8286538159991323,0.9795168219970947,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1.0,0.6131471927654584,0.5,0.623244433043197,0.25,0.0,0.3125,0.9635080099105835,0.9796655774116516,0.9715196182452785
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many total touchdowns did Cam Newton score?,45,Cam Newton scored a career-high and league-leading 45 total touchdowns.,1.01015543199901,1.332134655000118,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083416488439245,0.18181818181818182,0.0,0.2631578947368421,0.9394789934158325,0.9695915579795837,0.9542977866892628
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many original treaties establishing the EU protected fundamental rights?,None,None of the original treaties establishing the European Union mention protection for fundamental rights.,0.7478830090003612,0.924849956001708,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.16666666666666666,1.0,0.4912596920895758,0.5,0.5627386309176299,0.13333333333333333,0.0,0.21739130434782605,0.9384445548057556,0.9632408618927002,0.9506810473195563
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What did BSkyB name their interactive service?,Sky Active,"BSkyB named their interactive service Open, which is now called Sky Active.",0.997484514999087,1.1210890149995976,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.591601709133775,0.2857142857142857,0.0,0.625,0.9701705574989319,0.9884644746780396,0.9792320822531213
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many inhabitants does the Los Angeles area contain?,12 million,The Los Angeles area has over 12 million inhabitants.,0.8457172580019687,1.0585312500006694,0,0,1.0,,,,,True,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,1.0,0.7227265726449519,0.5,0.653764148016594,0.3636363636363636,0.0,0.6944444444444445,0.9645025134086609,0.9790761470794678,0.9717346911387148
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,During what period did the Tower Theatre re-open?,late 1970s,The Tower Theatre re-opened in the late 1970s.,0.8531317759989179,1.0735883169982117,0,0,1.0,,,,,True,1.0,1.0,0.25,1.0,0.7653606369886217,0.5,1.0,0.8048099750039491,0.75,0.6165114793847583,0.4,0.0,0.7211538461538461,0.9765949249267578,0.9842464327812195,0.9804057501673265
