config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,semantic_similarity,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_vec_dist_q_gt,custom_vec_dist_q_answer,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which hotel did the Panthers stay at for the Super Bowl?,San Jose Marriott.,The Panthers stayed at the San Jose Marriott.,0.4447651950000022,0.5197936659999982,0,0,1.0,,,,1.0,0.6962076829923562,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6489658697036854,0.3717768605509918,0.11793234930519991,0.5454545454545454,0.0,0.8412698412698413,0.9843878149986267,0.9933117032051086,0.988829625664005
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What are other alternative names for French and Indian War?,Fourth Intercolonial War and the Great War for the Empire,"Other, less frequently used names for the war include the Fourth Intercolonial War and the Great War for the Empire.",0.4109740570000042,0.5134769340000105,0,0,1.0,,,,1.0,0.7005423671406978,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7002169272450635,0.34499166778835566,0.24668905437504152,0.6666666666666666,0.4562799427006306,0.8799999999999999,0.9729387164115906,0.9941902160644531,0.9834496729903502
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,"Outside of its use of automobiles, what else is southern California famous for using?",highways,I cannot answer from the provided context.,0.43277893700002323,0.7884996140000169,0,0,0.0,,,,1.0,0.35043339400156337,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6847851620358291,0.4799765433343901,0.6003664894201346,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What was the last name of the designers of Newcastle's library?,Green,Green,0.5870188199999973,0.6217493470000193,0,0,1.0,,,,1.0,1.0,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.666209169776173,0.38468655555704145,0.38468655555704145,1.0,0.0,0.5,0.9999997019767761,0.9999997019767761,0.9999997019767761
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many people were on the test flight of the AS-206?,unmanned,I cannot answer from the provided context.,0.43779273800001306,0.4389033000000211,0,0,0.0,,,,1.0,0.3912227560351424,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6181307868874552,0.5344537050008071,0.5730986610043041,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What is the state average growth rate?,10.0%,The state average growth rate was 10.0%.,0.2856012860000021,0.3935397200000068,0,0,1.0,,,,1.0,0.6867058023503814,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6170030486834565,0.48228773052234397,0.08849988255768704,0.25,0.0,0.3125,0.9789146184921265,0.9885684847831726,0.9837178672832044
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,When was the study on sequenced Y genomes published?,October 2011,I cannot answer from the provided context.,0.32055941400000165,0.42784459399999264,0,0,0.0,,,,1.0,0.49849781531830095,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6252752596172012,0.5758046145966167,0.5746675122147513,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many times prios has the Sun Life Stadium had Super Bowls?,10.,I cannot answer from the provided context.,0.42927626300001975,0.5332350770000005,0,0,0.0,,,,0.0,0.4234635774672362,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6196776168971049,0.6127543022903157,0.526368374236956,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What does Kitab Rudjdjar mean in English?,The Book of Roger,I cannot answer from the provided context.,0.5090747550000003,0.5098942670000213,0,0,0.0,,,,0.0,0.5445311701414364,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6794541288992847,0.29181546181284856,0.44020044042274475,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,"Name one country that banned boating, driving and flying on Sundays.",Germany,"The UK banned flying, driving and boating on Sundays.",0.5001485039999807,0.5061170379999851,0,0,1.0,,,,1.0,0.6020081238086396,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6317411570218533,0.46383001789069955,0.13182471903767046,0.0,0.0,0.0,0.9664130806922913,0.9803261160850525,0.9733198812631934
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,For how long did the plague stick around?,until the 19th century,The plague recurred occasionally in Europe until the 19th century.,0.6036782239999923,0.6182864529999961,0,0,1.0,,,,1.0,0.714575798621822,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7013560990543551,0.5089684270718051,0.24452741826573632,0.5714285714285715,0.2626909894424158,0.6861413043478262,0.972108781337738,0.9907995462417603,0.9813651772874787
