config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"In the 2007 report of Motorola Solutions, what were the net sales to the top five customers of the segment in 2006, which included notable companies such as Sprint Nextel, Comcast Corporation, Verizon",2430.0,Not specified in the provided context.,0.6555409600005078,0.6555409600005078,8,12.2036615377837,1.0,0.0,0.0946469740667538,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the average segment net sales for Motorola Solutions from 2005 to 2007, in millions of dollars, as reported in the 2007 financial report?",6055.666666666667,5570,0.5623955050032237,0.5623955050032237,5,8.890540474663538,0.0,0.4872758815380245,0.1492539434880263,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the percentage change in commercial mortgage loans held for sale designated at fair value from 2008 to 2009, as reported by PNC Financial Services in their 2013 Form 10-K?",-0.08422301304863583,0,0.4368071620010596,0.4368071620010596,2,4.578679504332734,0.0,0.5018356627576032,0.13358567115805675,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,What was the average total assets for Goldman Sachs in millions for the years 2012 and 2013?,925031.0,92506,0.525588186999812,0.525588186999812,6,11.41578168689348,0.0,0.4179435162935772,0.19329758766533098,0.99999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What percentage of American Water Works' gross liabilities, as reported in the consolidated balance sheets for the year 2012, are specifically categorized as other long-term liabilities?",0.41084461830015523,74360 / (74360 + 260),0.7557702570011315,0.7557702570011315,19,25.139914972826926,0.0,0.46105226081015216,0.15358242175856543,0.99999999995,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What is the percentage change in the total impairment charges and net losses on long-lived assets for American Tower from 2003 to 2004, as reflected in the company's 2005 consolidated financial statem",-0.07329842931937183,-14.0,0.5507772339988151,0.5507772339988151,6,10.893696452262782,0.0,0.45599827362332945,0.1348476104452484,0.8055555555287036,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What percentage of the total future minimum lease payments due in 2019, as of December 31, 2016, for LKQ Corporation's operating leases, including those for corporate office space, warehouse and distr",0.11519727434040693,0.1149,0.44771263300208375,0.44771263300208375,7,15.635028998539383,0.5,0.5121972081617633,0.18784742339737331,0.3333333333,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"As of December 31, 2006, what percentage of the total route miles operated by Union Pacific Corporation was accounted for by the main line?",0.5294596480347313,53.0,0.4402099850012746,0.4402099850012746,5,11.358215784191088,0.0,0.4955692395159959,0.16437216577603592,0.49999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"In the context of Aon's Employee Share Purchase Plan for U.S. employees, what was the average share price at which the company's ordinary shares were purchased in 2015, considering the plan's provisio",21.863976911640382,85% of the lower of the fair market value on the first or last day of each 6-month period.,0.9802969330012274,0.9802969330012274,25,25.502477013226255,1.0,0.6723331873559807,0.11217775418008985,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the percentage change in total rental expense under operating leases for Sysco from July 1, 2006 to July 2, 2007, given that the total rental expense under operating leases was $100,690,000 i",0.086074857081221,9,0.5570470860002388,0.5570470860002388,2,3.590360761709725,0.0,0.4707139512170122,0.11788081556056221,0.49999999995,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What is the difference in the excess of current cost over LIFO cost between the fiscal years ending February 3, 2006, and January 28, 2005, for Dollar General?",12.1,0,0.45364380599858123,0.45364380599858123,2,4.408745305355839,0.0,0.5133402050299468,0.11431752629771824,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What percentage of Citigroup's total principal transactions revenue in 2018 was attributed to interest rate risks, as outlined in the company's 2018 financial report?",0.5722798499227544,57.2,0.5591425509992405,0.5591425509992405,5,8.942263455114494,1.0,0.5259915721991921,0.17504632839904188,0.49999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What percentage of the present value of lease obligations for Arista Networks, as of December 31, 2015, is classified as the current portion?",0.03140130682085272,0.0314,0.4673266160025378,0.4673266160025378,7,14.978817298867453,0.0,0.5580857510562177,0.9625785238272673,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"As of December 31, 2018, what percentage of Republic Services' restricted cash and marketable securities was dedicated to supporting insurance programs for workers' compensation, commercial general li",0.727104532839963,72.7,0.4812448049997329,0.4812448049997329,5,10.389722544647054,0.0,0.49820609759542905,0.928175506164412,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the ratio of the pre-tax gain on the securities transferred from held-to-maturity securities to available-for-sale securities to their carrying value during the year ended December 31, 2018, ",1.4893617021276595,0.0015,0.5353603200019279,0.5353603200019279,7,13.075305991999542,0.0,0.6199826303379967,0.1611325844024836,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the average residential mortgage loan balance for the years 2007 and 2006 at PNC Financial Services, as reported in the 'Note 5: Loans, Commitments to Extend Credit and Concentrations of Cred",7947.0,9557 6337,0.7754314119993069,0.7754314119993069,10,12.896047084573018,0.0,0.4876429664522363,0.14536348396147103,0.249999999975,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What percentage of Packaging Corporation of America's total purchase commitments for energy, as outlined in the notes to consolidated financial statements for the year 2005, is allocated to the year 2",0.3616118769883351,36.16,0.4540925050023361,0.4540925050023361,6,13.213166775278822,1.0,0.4924473217150449,0.9381822322204478,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the change in the total net derivative receivables reported on the consolidated balance sheets of JPMorgan Chase from 2014 to 2015, considering the fair value of derivative contracts and the ",-19.299999999999997,-19.3,0.48903706800047075,0.48903706800047075,6,12.26900861427998,1.0,0.5576218733626145,0.9376467686309466,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,What percentage of System Energy's receivables from the money pool in 2004 was utilized by money pool activity in terms of operating cash flows?,0.6900246785296792,42.5,0.43109128500145744,0.43109128500145744,5,11.598471539463146,0.0,0.5357729270592309,0.12631710437094698,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the combined total of unpaid principal balance of unresolved home equity indemnification and repurchase claims from private investors at PNC Financial Services for the years 2011 and 2012, in",184.0,"110  
74",0.556055600001855,0.556055600001855,7,12.588669190592896,1.0,0.456971440577335,0.12466635611302343,0.49999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the decline in commercial paper issued by conduits during 2003, in billions, as reported in JPMorgan Chase's 2003 Annual Report?",5.800000000000001,5.8,0.5649860739977157,0.5649860739977157,4,7.0798205196402275,1.0,0.443775346035361,0.9255234790838809,0.3333333333,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the percentage change in risk-weighted assets at GS Bank USA, a subsidiary of Goldman Sachs, between December 2011 and December 2012, as reflected in the table presenting regulatory capital r",-0.02796390838828618,-2.8,0.5452492609983892,0.5452492609983892,5,9.17011788488196,0.0,0.5403419276402688,0.16941123094457938,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"In the 2012 financial report of Snap-on, what was the percentage change in the number of non-vested performance awards from the beginning to the end of the year?",-905.0,-59.6,0.5613448220028658,0.5613448220028658,6,10.688617343243914,0.0,0.5180870302685386,0.16423208275207635,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the ratio of Devon Energy's debt maturities scheduled for 2013 to those scheduled for 2014 as of December 31, 2012?",6.378,0.6378,0.48079413999948883,0.48079413999948883,7,14.559245668026325,0.0,0.5183689770650782,0.19055993259608173,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What is the average value of settlements, as reflected in the reconciliation of unrecognized tax benefits for Merck & Co. from 2011 to 2013?",-309.6666666666667,0.0,0.5523608420007804,0.5523608420007804,4,7.241642954831959,0.0,0.562093236685348,0.12783991306950374,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the percentage change in the account balance at the end of 2011 for SL Green Realty Corp?'s restricted stock, considering the balance at the beginning and end of the year as presented in the ",0.9367660833331044,132.0,0.5937353829976928,0.5937353829976928,6,10.105511936490595,0.0,0.5220669348569876,0.1486118154364576,0.49999999995,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the total compensation expense for restricted stock recognized by Global Payments from 2008 to 2010, as disclosed in the Notes to Consolidated Financial Statements for the year 2010?",26.8,36.8,0.6322382940015814,0.6322382940015814,5,7.908410558863576,0.0,0.5244250771573902,0.19297054696596488,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What are the total operating expenses for Lockheed Martin's fiscal year 2016, as indicated in the provided financial table?",5590.0,0,0.3330423020015587,0.3330423020015587,2,6.005243141727502,0.0,0.5669891912545939,0.14413234587777732,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the change in millions of total shareholders' equity for Goldman Sachs from December 2012 to December 2013, as reflected in the table presenting information on assets, unsecured long-term bor",2751.0,2751,0.37189998000030755,0.37189998000030755,5,13.444475044058526,1.0,0.4758476860372251,0.9774198448187066,0.99999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,What was the percentage decrease in development costs incurred by Marathon Oil during 2004 compared to the previous year?,0.11346633416458853,0.12,0.5688000170011946,0.5688000170011946,5,8.790435742883423,0.0,0.5580823775395206,0.1541632818876898,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What were the net revenues in investment management for Goldman Sachs in 2016, in billions?",5.813084112149532,6.74,0.6737419870005397,0.6737419870005397,5,7.421238540082251,0.0,0.5229005090661786,0.14212856568514926,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"By what percentage did American Water Works' gross liability for unrecognized tax benefits, excluding interest and penalties, increase from the balance at December 31, 2011, to the balance at December",0.5297682438257518,153.2,0.3402019859968277,0.3402019859968277,6,17.63658134569487,0.0,0.5103245431681876,0.1340157353719464,0.99999999995,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the percentage cumulative total shareholder return on Discovery, Inc.'s Series A common stock (DISCA) from the first trading day, September 18, 2008, to the end of the year 2011, assuming a $",1.9667000000000001,1.1,0.47749604700220516,0.47749604700220516,4,8.377032700296946,0.0,0.5708490849379021,0.1664468765570194,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the profit margin of International Paper's printing papers segment in 2005, given that the operating profit was $473 million and the net sales were $7,170 million?",0.06596931659693166,0.066,0.6442554320019553,0.6442554320019553,6,9.313076307879372,0.0,0.5404273402806342,0.9464831384585376,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"By what percentage did the potential maximum exposure under the loss share arrangements for commercial mortgage loan recourse obligations decrease from December 31, 2011, to December 31, 2012, for PNC",2.500000000000002,2.5,0.5658329840007355,0.5658329840007355,4,7.069223804731045,0.0,0.4477799346780633,0.9154232405148799,0.49999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the percentage increase in asset retirement obligations for the closure of assets used in the chemicals manufacturing process at PPG Industries from 2004 to 2005, and then from 2005 to 2006?",1.1111111111111112,11.1 | 10.0,0.6573974359998829,0.6573974359998829,11,16.732648163236767,0.5,0.48325719767554265,0.16846758983279647,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What is the total value, in millions, of securities issued and approved by security holders under Global Payments' equity compensation plans as of May 31, 2014, according to the company's consolidated",31.32382085,766801,0.49573726400194573,0.49573726400194573,7,14.120382929237543,0.0,0.4964200103798128,0.1591059639297848,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the percentage increase in Under Armour, Inc.'s working capital from December 31, 2015, to December 31, 2016, as reflected in the company's consolidated financial statements for the year 2016",0.25430975741039047,0,0.314228887000354,0.314228887000354,2,6.36478720684183,0.0,0.5204449826770158,0.13385750997855006,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"As of December 31, 2011, what percentage of PNC Financial Services' total loans held for sale did commercial mortgage loans held for sale designated at fair value represent, according to Table 15 in t",0.28712534059945505,78.6,0.4493334840008174,0.4493334840008174,5,11.127592707938286,0.0,0.5451852951278788,0.13141798608201138,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"What was the percentage decrease in the accrued liability for unrecognized tax benefits for PPG Industries from the beginning of 2007 to the beginning of 2008, as reflected in the notes to the consoli",-0.1,9.09,0.46431786700122757,0.46431786700122757,5,10.768485030076995,0.0,0.5240348553721573,0.13828028132112694,0.0,0.0
